,2,3,4,5,7,9,10,12,13,14,15,16,18,19,21,22,23,25,26,27,29,31,32,37,40,45,51,65,71,81,84,90,91
0,648.8668657841262,865.1372146341619,561.999999998723,665.9999999995858,515.5769324196389,624.4716169574782,887.4814694354018,561.9999999897661,665.9999999995159,7.581910428265323e-10,212.35981853736902,524.9199270993895,566.1915064175558,942.0950235646933,561.9999999991991,824.9423076827948,7.518341696823375e-10,386.7383889558728,688.212795296728,1.3775709747183493e-09,661.4477211857611,688.212795293365,524.9199270922968,498.70514403205493,942.0950235735056,386.73838895899047,503.0506592834398,498.70514403771375,865.1372146306298,4.489758123659218e-10,825.9941151359849,5.054144439119515e-10,4.154088866512376e-10
